,name,market,funding_total_usd,status,country_code,state_code,region,city,funding_rounds,founded_month,founded_year,seed,venture,equity_crowdfunding,undisclosed,convertible_note,debt_financing,angel,grant,private_equity,product_crowdfunding,round_A,round_B,round_C,round_D,round_E,round_F,round_G,round_H,time_to_first_funding,time_first_to_last_funding,status_encoded
3593,Bitbrains,Design,0.0,operating,NLD,other,Amsterdam,Amstelveen,1.0,1,2005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.545205479452054,0.0,2
3594,BitCake Studio,Game,20265.0,operating,BRA,other,Rio de Janeiro,Rio De Janeiro,1.0,1,2013,20265.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.084931506849315,0.0,2
3595,"Bitcasa, Inc.",Cloud Data Services,19500000.0,operating,other,other,other,other,4.0,1,2011,1500000.0,18000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.863013698630137,2
3596,Bitcast,Tutoring,0.0,operating,USA,CA,SF Bay Area,San Francisco,1.0,7,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0821917808219178,0.0,2
3597,Bitcoin Brothers,Enterprise Hardware,394104.0,operating,DEU,other,Berlin,other,1.0,5,2013,394104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
3598,BitDefender,Software,7000000.0,operating,ROM,other,Bucharest,Bucharest,1.0,1,2001,0.0,7000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.931506849315069,0.0,2
3599,Bitdeli,Cloud Data Services,209999.0,acquired,USA,CA,SF Bay Area,Palo Alto,1.0,1,2011,0.0,209999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4438356164383561,0.0,0
3600,BiteHunter,Search,800000.0,operating,USA,NY,New York City,New York,1.0,1,2010,0.0,800000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8520547945205479,0.0,2
3601,BitePal,Curated Web,0.0,operating,other,other,other,other,1.0,2,2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2465753424657535,0.0,2
3602,Bitex.la,Bitcoin,2000000.0,operating,NLD,other,Amsterdam,Amsterdam,1.0,1,2014,2000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
3603,Bitfone Corporation,Mobile,0.0,acquired,USA,CA,SF Bay Area,Palo Alto,2.0,1,2000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.090410958904109,1.4109589041095891,0
3604,Bitfury Group,Bitcoin,40000000.0,operating,USA,CA,SF Bay Area,San Francisco,2.0,1,2011,0.0,40000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.410958904109589,0.36164383561643837,2
3605,Bitglass,Cloud Security,35000000.0,operating,USA,CA,SF Bay Area,Campbell,2.0,1,2013,0.0,35000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000000.0,25000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18082191780821918,1.4109589041095891,2
3606,BitGo,Bitcoin,12000000.0,operating,USA,CA,SF Bay Area,San Francisco,2.0,1,2013,0.0,12000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4547945205479451,0.2191780821917808,2
3607,BitGravity,Web Hosting,2500000.0,operating,USA,CA,SF Bay Area,Burlingame,1.0,2,2006,0.0,2500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4986301369863013,0.0,2
3608,bitHound,Software,2000000.0,operating,CAN,ON,Toronto,Kitchener,1.0,11,2013,2000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0657534246575342,0.0,2
3609,BitInstant,Fashion,1500000.0,operating,USA,NY,New York City,New York,1.0,1,2011,1500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.378082191780822,0.0,2
3610,BitLeap,Hardware + Software,130000.0,acquired,USA,PA,Harrisburg,Carlisle,1.0,1,2004,0.0,130000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7534246575342465,0.0,0
3611,BitLit,Mobile,223000.0,operating,CAN,BC,Vancouver,Vancouver,4.0,12,2012,223000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07945205479452055,1.3506849315068492,2
3612,Bitly,Curated Web,31400000.0,operating,USA,NY,New York City,New York,6.0,7,2008,1500000.0,27000000.0,0.0,0.0,0.0,2900000.0,0.0,0.0,0.0,0.0,2000000.0,10000000.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5178082191780822,4.526027397260274,2
3613,Bitmenu,News,365000.0,operating,USA,CA,SF Bay Area,Sunnyvale,1.0,1,2007,0.0,365000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.558904109589041,0.0,2
3614,BitMethod,Mobile,50000.0,operating,USA,IA,Des Moines,Des Moines,1.0,5,2009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.084931506849315,0.0,2
3615,bitmovin,Video Streaming,0.0,operating,AUT,other,Klagenfurt,Klagenfurt,1.0,1,2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6136986301369864,0.0,2
3616,Bitnami,Software,0.0,operating,USA,CA,SF Bay Area,San Francisco,1.0,1,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.164383561643836,0.0,2
3617,Bitnet Technologies,Bitcoin,14500000.0,operating,USA,CA,SF Bay Area,San Francisco,2.0,12,2013,0.0,14500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08493150684931507,0.8,2
3618,Bitpagos,Bitcoin,732235.0,operating,USA,DE,"Wilmington, Delaware",Wilmington,3.0,1,2013,625000.0,0.0,0.0,0.0,0.0,107235.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6657534246575343,0.7917808219178082,2
3619,BitPass,Curated Web,13300000.0,closed,USA,CA,SF Bay Area,Mountain View,2.0,12,2002,0.0,13300000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1500000.0,11800000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5808219178082191,1.1726027397260275,1
3620,BitPay,Bitcoin,32510000.0,operating,USA,GA,Atlanta,Atlanta,3.0,5,2011,2510000.0,30000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6904109589041096,1.3452054794520547,2
3621,BitPoster,Advertising,774183.0,operating,GBR,other,London,London,1.0,9,2013,0.0,0.0,0.0,0.0,0.0,0.0,774183.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28493150684931506,0.0,2
3622,BitRock,Open Source,1165824.0,operating,USA,CA,SF Bay Area,Alameda,1.0,1,2009,0.0,1165824.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.4082191780821915,0.0,2
3623,Bitrockr,Analytics,40000.0,operating,CHL,other,Santiago,Santiago,1.0,1,2013,40000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3287671232876712,0.0,2
3624,BitSight Technologies,Security,25035000.0,operating,USA,MA,Boston,Cambridge,2.0,1,2011,1035000.0,24000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28493150684931506,2.1424657534246574,2
3625,Bitsmith Games,other,0.0,operating,IRL,other,Dublin,Dublin,1.0,1,2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.33424657534246577,0.0,2
3626,Bitspark,other,41250.0,operating,HKG,other,Hong Kong,Hong Kong,1.0,4,2014,41250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2493150684931507,0.0,2
3627,Bitstamp,Bitcoin,10000000.0,operating,GBR,other,GBR - Other,Aldermaston,1.0,1,2011,0.0,10000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9616438356164383,0.0,2
3628,bitstars,3D Technology,665000.0,operating,DEU,other,Aachen,Aachen,1.0,1,2012,665000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.706849315068493,0.0,2
3629,Bitstrips,Entertainment,11000000.0,operating,CAN,ON,Toronto,Toronto,2.0,10,2007,0.0,11000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000000.0,8000000.0,0.0,0.0,0.0,0.0,0.0,0.0,6.153424657534247,0.8794520547945206,2
3630,BitTorrent,Peer-to-Peer,40750000.0,operating,USA,CA,SF Bay Area,San Francisco,3.0,9,2004,0.0,40750000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8750000.0,25000000.0,7000000.0,0.0,0.0,0.0,0.0,0.0,1.0,3.043835616438356,2
3631,BitWall,Software,0.0,operating,USA,CA,SF Bay Area,San Francisco,1.0,5,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09863013698630137,0.0,2
3632,BitWave,Wireless,27750000.0,operating,USA,MA,Boston,Lowell,4.0,1,2004,0.0,24500000.0,0.0,0.0,0.0,3250000.0,0.0,0.0,0.0,0.0,13000000.0,10200000.0,1300000.0,0.0,0.0,0.0,0.0,0.0,0.0,5.8493150684931505,2
3633,BitWine,Messaging,22500000.0,operating,USA,NJ,Newark,Tenafly,2.0,12,2005,0.0,22500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08493150684931507,2.7616438356164386,2
3634,BitX,Financial Services,800000.0,operating,IND,other,Mumbai,Mumbai,1.0,1,2013,800000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.63013698630137,0.0,2
3635,Bitybean llc,other,191000.0,operating,other,other,other,other,1.0,5,2012,0.0,0.0,0.0,0.0,0.0,0.0,191000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5041095890410959,0.0,2
3636,Bityota,Analytics,10000000.0,operating,USA,CA,SF Bay Area,Mountain View,3.0,1,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6438356164383562,1.0794520547945206,2
3637,Bitzer Mobile,Mobility,6333407.0,acquired,USA,CA,SF Bay Area,Sunnyvale,2.0,1,2010,0.0,4833407.0,0.0,0.0,0.0,1500000.0,0.0,0.0,0.0,0.0,4833407.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9479452054794522,1.095890410958904,0
3638,Bivio Networks,Security,40800000.0,operating,USA,CA,SF Bay Area,Pleasanton,6.0,6,2000,0.0,40800000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16500000.0,0.0,0.0,0.0,0.0,0.0821917808219178,8.446575342465753,2
3639,BIW Technologies,Enterprise Software,0.0,operating,GBR,other,London,Woking,1.0,1,2001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.693150684931506,0.0,2
3640,Bixti.com,E-Commerce,45000.0,acquired,ARG,other,Buenos Aires,Buenos Aires,2.0,11,2010,25000.0,0.0,0.0,0.0,0.0,0.0,20000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8328767123287671,0.0,0
3641,Biz In A Box JV,other,0.0,operating,USA,TX,San Antonio,Seguin,1.0,1,2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2356164383561644,0.0,2
3642,Bizak,Curated Web,0.0,closed,USA,MA,Boston,Brookline,1.0,11,2007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
3643,Bizanga,Messaging,8000000.0,acquired,USA,CA,SF Bay Area,San Mateo,1.0,1,2003,0.0,8000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8000000.0,0.0,0.0,0.0,0.0,0.0,0.0,6.134246575342465,0.0,0
3644,BizAnytime,Chat,2000000.0,operating,USA,AZ,Tucson,Tucson,1.0,1,2013,2000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5561643835616439,0.0,2
3645,BizBrag,Enterprises,400000.0,operating,USA,MD,Baltimore,Baltimore,2.0,1,2011,0.0,200000.0,0.0,0.0,0.0,200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09315068493150686,2.6767123287671235,2
3646,BizeeBee,Fitness,870000.0,operating,USA,CA,SF Bay Area,Palo Alto,2.0,1,2010,435000.0,0.0,0.0,0.0,0.0,0.0,435000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3205479452054794,0.0,2
3647,Bizen,Software,365000.0,operating,USA,TN,Nashville,Nashville,2.0,8,2010,15000.0,0.0,0.0,0.0,0.0,0.0,350000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0027397260273972603,0.4958904109589041,2
3648,BizEquity,Enterprise Software,5100000.0,operating,USA,PA,Philadelphia,Wayne,1.0,6,2010,0.0,5100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.361643835616438,0.0,2
3649,Bizeso Services Private Limited,Legal,0.0,operating,IND,other,New Delhi,New Delhi,1.0,7,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16164383561643836,0.0,2
3650,BizGreet,Video,345000.0,closed,USA,TX,Austin,Austin,1.0,9,2008,0.0,0.0,0.0,0.0,0.0,0.0,345000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3342465753424657,0.0,1
3651,bizHive,Advertising,450000.0,operating,USA,IL,Chicago,Chicago,2.0,9,2012,300000.0,0.0,0.0,0.0,0.0,0.0,150000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33424657534246577,0.4931506849315068,2
3652,Bizible,Finance,10548000.0,operating,USA,WA,Seattle,Seattle,4.0,2,2011,348000.0,10200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2200000.0,8000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5808219178082191,2.9863013698630136,2
3653,Bizily,Social Media,250000.0,closed,USA,CA,SF Bay Area,San Francisco,1.0,1,2010,250000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
3654,Bizimply,Restaurants,0.0,operating,IRL,other,Dublin,Dublin,2.0,1,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.084931506849315,2.0794520547945203,2
3655,bizk.it,Enterprise Software,1300000.0,operating,GBR,other,London,London,2.0,1,2008,0.0,1000000.0,0.0,0.0,0.0,0.0,300000.0,0.0,0.0,0.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09041095890410959,0.9095890410958904,2
3656,Bizmore,Advice,0.0,closed,USA,CA,SF Bay Area,San Francisco,1.0,11,2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.8356164383561644,0.0,1
3657,Bizo,Advertising,28500000.0,acquired,USA,CA,SF Bay Area,San Francisco,4.0,5,2008,0.0,16000000.0,0.0,0.0,0.0,12500000.0,0.0,0.0,0.0,0.0,6000000.0,10000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.101369863013699,0
3658,Bizpora,Startups,40000.0,acquired,GBR,other,London,London,1.0,1,2012,40000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.106849315068493,0.0,0
3659,Bizratings.com,other,250000.0,operating,USA,NJ,Newark,Cranbury,1.0,6,2014,250000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.7753424657534247,0.0,2
3660,BizSlate,Software,0.0,operating,USA,NY,New York City,New York,1.0,11,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.536986301369863,0.0,2
3661,bizsol,Software,50000.0,operating,IND,other,Chennai,Chennai,1.0,2,2011,50000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01643835616438356,0.0,2
3662,Biztag,Software,100000.0,operating,USA,CA,SF Bay Area,San Francisco,1.0,10,2011,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4520547945205479,0.0,2
3663,Bizware,Software,250000.0,operating,USA,IL,Chicago,Barrington,1.0,1,2004,0.0,0.0,0.0,0.0,0.0,250000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.493150684931507,0.0,2
3664,Bizweb.vn,other,0.0,operating,other,other,other,other,1.0,8,2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.3863013698630136,0.0,2
3665,BizXchange,E-Commerce,700000.0,operating,USA,WA,Seattle,Bellevue,1.0,1,2002,0.0,700000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,700000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.315068493150685,0.0,2
3666,Bizzabo,Social Media,4000000.0,operating,ISR,other,Tel Aviv,Tel Aviv,2.0,4,2011,1500000.0,2500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.167123287671233,2.2054794520547945,2
3667,Bizzby,Software,10000000.0,operating,GBR,other,London,London,1.0,1,2012,0.0,10000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2465753424657535,0.0,2
3668,Bizzler Corporation,Advertising,53000.0,operating,USA,CA,Santa Barbara,Santa Barbara,1.0,1,2011,0.0,0.0,53000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2465753424657535,0.0,2
3669,Bizzuka,Software,1700000.0,operating,USA,LA,"Lafayette, Louisiana",Lafayette,1.0,1,2000,0.0,1700000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1700000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.446575342465754,0.0,2
3670,BizzyOne,other,73000.0,operating,other,other,other,other,1.0,5,2014,73000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33972602739726027,0.0,2
3671,BJ100.com,E-Commerce,0.0,operating,other,other,other,other,1.0,5,2009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25205479452054796,0.0,2
3672,Bkam,Curated Web,0.0,operating,EGY,other,Alexandria,Alexandria,2.0,10,2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25205479452054796,2
3673,Blaast,Mobile,3700000.0,operating,FIN,other,Helsinki,Helsinki,2.0,6,2010,3700000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.536986301369863,0.8356164383561644,2
3674,Blab Inc.,Social Media Marketing,4201842.0,operating,USA,WA,Seattle,Seattle,3.0,5,2012,0.0,2724775.0,0.0,0.0,0.0,1477067.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7561643835616438,1.5452054794520549,2
3675,blabfeed,Media,100000.0,operating,USA,NE,Omaha,Omaha,1.0,7,2012,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
3676,BlaBlaCar,Transportation,110000000.0,operating,other,other,other,other,2.0,1,2006,0.0,110000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000000.0,100000000.0,0.0,0.0,0.0,0.0,0.0,6.043835616438356,2.4575342465753423,2
3677,Black & Veatch,Consulting,0.0,operating,USA,VA,"Washington, D.C.",Arlington,1.0,1,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.704109589041096,0.0,2
3678,Black Box Biofuels,Clean Technology,0.0,operating,USA,AR,Fayetteville,Fayetteville,1.0,8,2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3150684931506849,0.0,2
3679,Black Card Media,Advertising,50000.0,operating,USA,IL,Chicago,Chicago,1.0,1,2008,0.0,0.0,0.0,0.0,0.0,50000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.619178082191781,0.0,2
3680,Black Chair Group,Software,576000.0,operating,USA,NC,Charlotte,Charlotte,1.0,1,2011,0.0,576000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9479452054794522,0.0,2
3681,Black coin,Social Media,75318.0,operating,KOR,other,KOR - Other,Dongan,2.0,10,2013,28338.0,0.0,0.0,0.0,0.0,0.0,46980.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7479452054794521,0.915068493150685,2
3682,Black Drumm,Travel,0.0,operating,USA,CA,SF Bay Area,San Francisco,1.0,4,2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2493150684931507,0.0,2
3683,Black Duck Software,Open Source,70500000.0,operating,other,other,other,other,7.0,1,2002,0.0,66000000.0,0.0,0.0,0.0,4500000.0,0.0,0.0,0.0,0.0,5000000.0,12000000.0,12000000.0,5000000.0,12000000.0,20000000.0,0.0,0.0,2.5671232876712327,10.112328767123287,2
3684,Black Fox Meadery Corp,other,10000.0,operating,USA,FL,Tampa,Palm Harbor,1.0,2,2013,0.0,0.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8136986301369863,0.0,2
3685,Black Hammer Brewing,Craft Beer,0.0,operating,USA,CA,SF Bay Area,San Francisco,1.0,1,2014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.11506849315068493,0.0,2
3686,Black House,Office Space,0.0,operating,USA,MA,Boston,Boston,1.0,8,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14520547945205478,0.0,2
3687,Black Ocean,Curated Web,100000000.0,operating,USA,NY,New York City,New York,1.0,1,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6657534246575343,0.0,2
3688,Black Raven and Stag,Real Estate,5000.0,operating,USA,OR,"Portland, Oregon",Gresham,1.0,9,2013,0.0,0.0,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16986301369863013,0.0,2
3689,Black Sand Technologies,Semiconductor Manufacturing Equipment,28200000.0,acquired,USA,TX,Austin,Austin,3.0,1,2005,0.0,28200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8200000.0,10000000.0,10000000.0,0.0,0.0,0.0,0.0,0.0,2.5753424657534247,4.5479452054794525,0
3690,Black Swan Energy,Clean Technology,150000000.0,operating,CAN,AB,Calgary,Calgary,1.0,1,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.926027397260274,0.0,2
3691,Black Tie Ventures,Entertainment,360000.0,operating,CAN,QC,Quebec City,Quebec,1.0,7,2013,0.0,0.0,360000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7726027397260274,0.0,2
