name,market,funding_total_usd,status,country_code,state_code,region,city,funding_rounds,founded_at,founded_month,founded_year,first_funding_at,last_funding_at,seed,venture,equity_crowdfunding,undisclosed,convertible_note,debt_financing,angel,grant,private_equity,product_crowdfunding,round_A,round_B,round_C,round_D,round_E,round_F,round_G,round_H
Coridea, Consulting ,3853760.0,operating,USA,NY,New York City,New York,2.0,,,,2011-10-17,2012-06-07,3000000.0,0.0,0.0,0.0,0.0,853760.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Coridon, Biotechnology ,3000000.0,operating,AUT,,AUT - Other,Brand,1.0,,,,2010-07-19,2010-07-19,0.0,3000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Corimmun, Biotechnology ,879648.0,acquired,DEU,,Martinsried,Martinsried,1.0,,,,2007-01-22,2007-01-22,879648.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Corindus, Manufacturing ,36617912.0,operating,USA,MA,Boston,Natick,3.0,2001-01-01,2001-01,2001.0,2009-11-18,2014-09-12,0.0,5317912.0,0.0,0.0,0.0,4700000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Corinthian Ophthalmic, Biotechnology ,12247680.0,operating,USA,NC,NC - Other,Boone,6.0,2010-01-01,2010-01,2010.0,2011-12-29,2013-03-11,0.0,9833790.0,0.0,0.0,0.0,2413890.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Corium International, Health Care ,40000000.0,operating,USA,CA,SF Bay Area,Menlo Park,1.0,,,,2007-09-26,2007-09-26,0.0,40000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40000000.0,0.0,0.0,0.0,0.0,0.0
CorkCRM, Software ,5000.0,operating,USA,MI,Lansing,East Lansing,1.0,2013-01-01,2013-01,2013.0,2013-10-25,2013-10-25,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CorkShare, Curated Web ,0.0,closed,,,,,1.0,2009-06-01,2009-06,2009.0,2010-05-01,2010-05-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CorMatrix, Biotechnology ,24860032.0,operating,USA,GA,Atlanta,Roswell,2.0,2001-12-01,2001-12,2001.0,2013-10-15,2014-01-17,0.0,24860032.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cormedics, Health Care ,1000000.0,operating,USA,TX,Houston,Houston,2.0,,,,2009-01-01,2011-09-01,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CorMedix, Health Care ,6469973.0,operating,USA,NJ,Newark,Bridgewater,3.0,2006-01-01,2006-01,2006.0,2009-11-13,2013-10-20,3000000.0,2619973.0,0.0,0.0,0.0,850000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CornerBlue, Mobile ,300000.0,operating,USA,CA,Los Angeles,Santa Monica,1.0,2006-02-22,2006-02,2006.0,2011-01-06,2011-01-06,0.0,300000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cornerstone OnDemand, Career Management ,44700000.0,operating,USA,CA,Los Angeles,Santa Monica,2.0,1999-11-01,1999-11,1999.0,2007-09-17,2009-03-13,0.0,44700000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32000000.0,12700000.0,0.0,0.0,0.0
Cornerstone Pharmaceuticals, Biotechnology ,19179100.0,operating,USA,NJ,Newark,Cranbury,4.0,2000-01-01,2000-01,2000.0,2008-12-15,2014-03-07,0.0,12100000.0,0.0,0.0,0.0,7079100.0,0.0,0.0,0.0,0.0,0.0,6100000.0,0.0,0.0,0.0,0.0,0.0,0.0
Cornerstone Properties, Real Estate ,0.0,operating,USA,WA,Seattle,Marysville,1.0,1996-02-28,1996-02,1996.0,2013-10-23,2013-10-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cornerstone Therapeutics, Biotechnology ,30000000.0,operating,USA,NC,Raleigh,Cary,1.0,,,,2012-07-02,2012-07-02,0.0,0.0,0.0,0.0,0.0,30000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cornice, Hardware + Software ,148000000.0,operating,USA,CO,Denver,Longmont,2.0,2000-08-21,2000-08,2000.0,2004-02-27,2005-12-14,0.0,148000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51000000.0,97000000.0,0.0,0.0,0.0,0.0,0.0
CorNova, Biotechnology ,7885000.0,operating,USA,MA,Boston,Burlington,3.0,2003-10-01,2003-10,2003.0,2009-12-11,2011-01-07,0.0,7885000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2500000.0,0.0,0.0,0.0,0.0,0.0,0.0
Coro Health, Health and Wellness ,2000000.0,operating,USA,TX,Austin,Austin,1.0,,,,2010-11-10,2010-11-10,0.0,2000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Corona Labs, Mobile ,3000000.0,acquired,USA,CA,SF Bay Area,Palo Alto,3.0,2008-01-01,2008-01,2008.0,2009-12-01,2012-11-14,0.0,2250000.0,0.0,0.0,0.0,750000.0,0.0,0.0,0.0,0.0,2250000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Coronado Biosciences, Pharmaceuticals ,62758534.0,operating,USA,WA,Seattle,Seattle,5.0,2006-01-01,2006-01,2006.0,2009-08-04,2011-07-06,0.0,61518534.0,0.0,0.0,1240000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29700000.0,0.0,0.0,0.0,0.0,0.0
Corous360, Enterprise Software ,0.0,operating,SGP,,Singapore,Singapore,1.0,,,,2012-07-03,2012-07-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CORP80, Social Media ,100000.0,operating,USA,OH,"Columbus, Ohio",Delaware,1.0,2012-01-01,2012-01,2012.0,2012-11-03,2012-11-03,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Corpora,,15000.0,operating,USA,TN,Chattanooga,Chattanooga,1.0,,,,2012-06-01,2012-06-01,15000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Corporama, Enterprise Software ,512000.0,operating,FRA,,Paris,Paris,1.0,2010-03-01,2010-03,2010.0,2010-09-01,2010-09-01,0.0,0.0,0.0,0.0,0.0,0.0,512000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Corporate Times, Real Estate ,0.0,operating,USA,CA,San Diego,San Diego,1.0,2005-05-06,2005-05,2005.0,2012-05-16,2012-05-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CorporateWorld, Travel ,0.0,operating,DEU,,Munich,Munich,1.0,,,,2009-08-25,2009-08-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Corpsolv, Consulting ,0.0,operating,USA,NJ,Newark,Middletown,1.0,2001-01-01,2001-01,2001.0,2008-12-08,2008-12-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CorpU, Social Media ,4500000.0,operating,USA,PA,Harrisburg,Mechanicsburg,1.0,,,,2012-09-26,2012-09-26,0.0,4500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Corral Labs,,0.0,operating,,,,,1.0,,,,2014-03-13,2014-03-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Correctional Healthcare Companies, Biotechnology ,10653722.0,operating,USA,CO,Denver,Greenwood Village,2.0,2006-01-01,2006-01,2006.0,2010-06-22,2011-01-04,0.0,10653722.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CorrectNet, Analytics ,3370000.0,acquired,USA,NY,Long Island,Hauppauge,2.0,1997-01-01,1997-01,1997.0,2008-06-03,2010-01-13,0.0,370000.0,0.0,0.0,0.0,3000000.0,0.0,0.0,0.0,0.0,370000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Correlated Magnetics Research, Hardware + Software ,10451365.0,operating,USA,AL,Huntsville,Huntsville,1.0,2008-01-01,2008-01,2008.0,2012-09-27,2012-09-27,0.0,10451365.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Correlec, Analytics ,1920000.0,operating,ITA,,ITA - Other,Legnano,1.0,,,,2006-05-25,2006-05-25,0.0,1920000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Correlix, Enterprise Software ,11400000.0,closed,USA,NY,New York City,New York,4.0,2006-01-01,2006-01,2006.0,2005-02-19,2012-02-14,0.0,11400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8000000.0,0.0,0.0,0.0,0.0,0.0,0.0
Correlor, Sales and Marketing ,0.0,operating,ISR,,Tel Aviv,Jerusalem,1.0,,,,2012-01-01,2012-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Correlsense, Software ,21000000.0,operating,USA,MA,Boston,Framingham,6.0,2005-01-01,2005-01,2005.0,2007-07-02,2013-09-15,0.0,19000000.0,0.0,0.0,0.0,2000000.0,0.0,0.0,0.0,0.0,0.0,9500000.0,3000000.0,3500000.0,0.0,0.0,0.0,0.0
Correx, Health Care ,6550000.0,operating,USA,MA,Boston,Waltham,3.0,,,,2011-02-22,2012-11-11,0.0,6100000.0,0.0,0.0,0.0,450000.0,0.0,0.0,0.0,0.0,0.0,2800000.0,0.0,0.0,0.0,0.0,0.0,0.0
Corridor Pharmaceuticals, Biotechnology ,27620904.0,operating,USA,MD,Baltimore,Towson,4.0,2007-01-01,2007-01,2007.0,2008-10-23,2013-01-31,0.0,23762475.0,0.0,0.0,0.0,1558429.0,2300000.0,0.0,0.0,0.0,23762475.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Corrigan and Aburn Sportswear, Fashion ,0.0,operating,USA,MD,Baltimore,Baltimore,1.0,1994-01-31,1994-01,1994.0,2011-01-04,2011-01-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Corrigo, Software ,20000000.0,operating,USA,OR,"Portland, Oregon",Tualatin,2.0,1999-01-01,1999-01,1999.0,2005-06-02,2007-06-14,0.0,20000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000000.0,10000000.0,0.0,0.0,0.0
Corrupt Lace,,1750.0,operating,USA,TX,Houston,Houston,1.0,2014-05-21,2014-05,2014.0,2014-05-20,2014-05-20,0.0,0.0,0.0,0.0,1750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Corsa Technology, Hardware + Software ,4200000.0,operating,CAN,ON,Ottawa,Ottawa,1.0,2011-01-01,2011-01,2011.0,2013-07-15,2013-07-15,0.0,4200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Corsair, Hardware + Software ,75000000.0,operating,USA,CA,SF Bay Area,Fremont,1.0,1994-01-01,1994-01,1994.0,2013-05-06,2013-05-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Corso, Software ,530338.0,operating,USA,NY,New York City,New York,1.0,2009-01-01,2009-01,2009.0,2013-12-20,2013-12-20,530338.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Corso12, Social Media ,107363.0,operating,ITA,,Roncade,Roncade,2.0,2011-04-01,2011-04,2011.0,2011-04-01,2013-05-31,107363.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CorTec, Biotechnology ,7122120.0,operating,DEU,,Freiburg,Freiburg,2.0,2010-09-01,2010-09,2010.0,2011-10-10,2013-08-01,3262320.0,3859800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3859800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CorTechs Labs, Biotechnology ,0.0,operating,USA,CA,San Diego,San Diego,1.0,2001-01-01,2001-01,2001.0,2014-03-18,2014-03-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cortendo, Biotechnology ,11000000.0,operating,SWE,,SWE - Other,Partille,1.0,,,,2014-10-30,2014-10-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cortera, Finance ,60699922.0,operating,USA,FL,Palm Beaches,Boca Raton,3.0,1993-01-01,1993-01,1993.0,2008-04-29,2011-11-29,0.0,10937357.0,0.0,0.0,0.0,0.0,0.0,0.0,49762565.0,0.0,8000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cortex, World Domination ,0.0,,USA,CA,SF Bay Area,Palo Alto,1.0,2010-12-07,2010-12,2010.0,2011-03-01,2011-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cortex Business Solutions, Enterprise Software ,4826784.0,,CAN,AB,Calgary,Calgary,3.0,1999-01-01,1999-01,1999.0,2009-05-26,2013-04-18,0.0,4826784.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cortex Healthcare, Health Care ,60000.0,closed,USA,MD,"Washington, D.C.",Chevy Chase,1.0,2009-01-01,2009-01,2009.0,2010-01-01,2010-01-01,60000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cortex Pharmaceuticals, Biotechnology ,8378011.0,operating,USA,CA,Anaheim,Irvine,4.0,1988-01-01,1988-01,1988.0,2009-08-13,2014-11-17,0.0,7386291.0,0.0,0.0,991720.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cortexa, Networking ,0.0,operating,USA,NY,New York City,New York,1.0,2010-01-01,2010-01,2010.0,2013-10-21,2013-10-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cortexica, Brand Marketing ,3206887.0,operating,GBR,,London,London,2.0,2008-08-01,2008-08,2008.0,2009-01-01,2014-06-12,691101.0,2515786.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cortexyme, Semiconductors ,1000000.0,operating,USA,CA,SF Bay Area,San Francisco,2.0,,,,2014-06-12,2014-10-06,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Corthera, Biotechnology ,23000000.0,acquired,USA,CA,SF Bay Area,San Carlos,1.0,,,,2007-12-20,2007-12-20,0.0,23000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23000000.0,0.0,0.0,0.0,0.0,0.0
Cortica, Computer Vision ,37900000.0,operating,USA,NY,New York City,New York,4.0,2007-01-01,2007-01,2007.0,2007-01-01,2014-03-10,4500000.0,33400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7000000.0,6400000.0,20000000.0,0.0,0.0,0.0,0.0,0.0
cortical.io, Analytics ,3179900.0,operating,AUT,,Vienna,Vienna,2.0,2011-11-01,2011-11,2011.0,2013-11-22,2014-11-06,1929900.0,1250000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1250000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cortilia, E-Commerce ,2471215.0,operating,ITA,,Milan,Milan,2.0,2011-01-01,2011-01,2011.0,2012-02-10,2014-11-05,593505.0,1877710.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cortina Systems, Hardware ,162000000.0,acquired,USA,CA,SF Bay Area,Sunnyvale,2.0,2001-01-01,2001-01,2001.0,2005-08-10,2006-09-11,0.0,162000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30000000.0,132000000.0,0.0,0.0,0.0,0.0
Cortona3D, Software ,8500000.0,operating,IRL,,Dublin,Dublin,2.0,1989-01-01,1989-01,1989.0,2007-03-29,2008-12-02,0.0,8500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cortria Corporation, Biotechnology ,1841000.0,operating,USA,MA,Boston,Boston,1.0,2005-01-01,2005-01,2005.0,2009-06-30,2009-06-30,0.0,1841000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cortrium, Sensors ,65952.0,operating,,,,,1.0,2013-01-01,2013-01,2013.0,2014-08-26,2014-08-26,65952.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cortus SA, Semiconductors ,0.0,operating,FRA,,Montpellier,Montpellier,1.0,,,,2011-09-22,2011-09-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Corvalius, New Product Development ,60000.0,operating,,,,,1.0,2009-06-01,2009-06,2009.0,2009-06-01,2009-06-01,60000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Corventis, Health Care ,10000006.0,acquired,USA,CA,SF Bay Area,San Jose,1.0,,,,2009-12-01,2009-12-01,0.0,10000006.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000006.0,0.0,0.0,0.0,0.0,0.0
Corvil, Enterprise Software ,31480000.0,operating,USA,NY,New York City,New York,2.0,2000-01-01,2000-01,2000.0,2005-02-04,2008-04-15,0.0,31480000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19480000.0,0.0,0.0,0.0,0.0,0.0
CorvisaCloud, Telecommunications ,30000000.0,,USA,WI,Milwaukee,Milwaukee,1.0,2012-11-01,2012-11,2012.0,2014-06-26,2014-06-26,0.0,30000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CoScale, Software ,2000000.0,operating,BEL,,Brussels,Gent,1.0,2012-03-01,2012-03,2012.0,2014-03-01,2014-03-01,2000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CoSchedule, Social Media ,500000.0,operating,USA,ND,Bismarck,Bismarck,1.0,2013-01-01,2013-01,2013.0,2014-04-11,2014-04-11,0.0,0.0,0.0,0.0,0.0,0.0,500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cosential, Software ,250000.0,operating,USA,TX,Austin,Austin,1.0,1997-01-01,1997-01,1997.0,2002-06-01,2002-06-01,0.0,250000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250000.0,0.0,0.0,0.0,0.0,0.0,0.0
